3D2121,Samarinda,KALIMANTAN,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D2222,Banjarmasin,KALIMANTAN,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D2323,Palembang,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D2424,Padang,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D2525,Pekan Baru,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D2626,MALANG,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:27:37.400,missdy,NULL
3D2727,Medan,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D2828,Makassar,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D2929,Lampung,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3030,Pontianak,KALIMANTAN,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3131,Manado,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3232,Bogor,JABODETABEK,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3333,Jambi,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3434,Kendari,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3535,Tarakan,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3636,Palu,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3737,Batam,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D3838,Serang,JABODETABEK,2017-02-01 00:00:00.000,administrator,2017-02-22 08:18:22.277,miskrw,NULL
3D3939,JEMBER,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:27:56.333,missdy,NULL
3D4040,Aceh,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D4141,KARAWANG,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:28:06.767,missdy,NULL
3D8010,Surabaya HUB-Jakarta,JABODETABEK,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8013,SURABAYA HUB-BANDUNG,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:28:20.413,missdy,NULL
3D8014,SURABAYA HUB-CIREBON,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:28:31.270,missdy,NULL
3D8015,SURABAYA HUB-SEMARANG,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:28:43.417,missdy,NULL
3D8016,SURABAYA HUB-YOGYAKARTA,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:28:53.017,missdy,NULL
3D8017,SURABAYA HUB-PURWOKERTO,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:29:02.627,missdy,NULL
3D8018,SURABAYA HUB-KEDIRI,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:29:12.217,missdy,NULL
3D8019,SURABAYA HUB-SURABAYA,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:29:21.350,missdy,NULL
3D8020,SURABAYA HUB-DENPASAR,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:29:30.437,missdy,NULL
3D8021,Surabaya HUB-Samarinda,KALIMANTAN,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8022,Surabaya HUB-Banjarmasin,KALIMANTAN,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8023,Surabaya HUB-Palembang,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8024,Surabaya HUB-Padang,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8025,Surabaya HUB-Pekan Baru,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8026,SURABAYA HUB-MALANG,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:29:43.333,missdy,NULL
3D8027,Surabaya HUB-Medan,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8028,Surabaya HUB-Makassar,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8029,Surabaya HUB-Lampung,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8030,Surabaya HUB-Pontianak,KALIMANTAN,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8031,Surabaya HUB-Manado,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8032,Surabaya HUB-Bogor,JABODETABEK,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8033,Surabaya HUB-Jambi,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8034,Surabaya HUB-Kendari,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8035,Surabaya HUB-Tarakan,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8036,Surabaya HUB-Palu,SULAWESI,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8037,Surabaya HUB-Batam,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8038,Surabaya HUB-Serang,JABODETABEK,2017-02-01 00:00:00.000,administrator,2017-02-22 08:18:43.273,miskrw,NULL
3D8039,SURABAYA HUB-JEMBER,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:30:01.363,missdy,NULL
3D8040,Surabaya HUB-Aceh,SUMATERA,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
3D8041,SURABAYA HUB-KARAWANG,JAVA & BALI,2017-02-01 00:00:00.000,administrator,2017-02-24 13:30:11.583,missdy,NULL
3D8042,SURABAYA HUB - LOMBOK,JAVA & BALI,2019-03-29 14:01:36.227,logkr2,2019-03-29 14:01:59.650,logkr2,NULL
3D8091,SURABAYA HUB-BATAM,SUMATERA,2020-02-04 08:19:17.557,mis4,NULL,NULL,91
3D8092,SURABAYA HUB - LOMBOK,JAVA & BALI,2020-02-04 08:06:24.933,mis4,NULL,NULL,92
3D8093,SURABAYA HUB - TASIK,JAVA & BALI,2020-02-04 08:10:54.423,mis4,NULL,NULL,93
3D9191,BATAM,SUMATERA,2020-02-07 09:35:09.053,mis5,NULL,NULL,91
3D9292,LOMBOK,JAVA & BALI,2020-02-07 09:35:34.663,mis5,NULL,NULL,92
3D9393,TASIK,JAVA & BALI,2020-02-07 09:35:53.820,mis5,NULL,NULL,93
3D9494,JEMBER,JAVA & BALI,2021-01-14 10:27:52.640,mis5,NULL,NULL,94
3D9999,More than 1 destination,OTHERS,2017-02-01 00:00:00.000,administrator,NULL,NULL,NULL
