1,3c114c03-6052-4781-8133,1,1,1,1
2,3c114c03-6052-4781-8133,2,1,1,1
3,3c114c03-6052-4781-8133,3,1,1,1
4,3c114c03-6052-4781-8133,4,1,1,1
5,3c114c03-6052-4781-8133,6,1,1,1
6,3c114c03-6052-4781-8133,7,1,1,1
7,3c114c03-6052-4781-8133,8,1,1,1
8,3c114c03-6052-4781-8133,9,1,1,1
17,3c114c03-6052-4781-8133,10,1,1,1
18,3c114c03-6052-4781-8133,12,1,1,1
19,3c114c03-6052-4781-8133,13,1,1,1
20,3c114c03-6052-4781-8133,14,1,1,1
21,3c114c03-6052-4781-8133,15,1,1,1
22,3c114c03-6052-4781-8133,16,1,1,1
23,3c114c03-6052-4781-8133,17,1,1,1
24,3c114c03-6052-4781-8133,18,1,1,1
25,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,16,1,0,0
26,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,10,1,1,1
27,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,13,1,1,1
28,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,14,1,1,1
29,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,15,1,1,1
30,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,17,1,1,1
31,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,18,1,1,1
32,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,4,1,0,0
33,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,6,1,1,0
34,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,7,1,0,0
35,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,8,1,1,0
36,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,12,1,1,0
37,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,9,1,1,0
38,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,1,0,0,0
39,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,2,0,0,0
40,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,3,1,0,0
41,22b7074b-a991-492b-bfbf-51bd63f5d5a9,16,1,0,0
42,22b7074b-a991-492b-bfbf-51bd63f5d5a9,10,1,0,0
43,22b7074b-a991-492b-bfbf-51bd63f5d5a9,13,1,0,0
44,22b7074b-a991-492b-bfbf-51bd63f5d5a9,14,1,0,0
45,22b7074b-a991-492b-bfbf-51bd63f5d5a9,15,1,0,0
46,22b7074b-a991-492b-bfbf-51bd63f5d5a9,17,1,0,0
47,22b7074b-a991-492b-bfbf-51bd63f5d5a9,18,1,0,0
48,22b7074b-a991-492b-bfbf-51bd63f5d5a9,4,1,0,0
49,22b7074b-a991-492b-bfbf-51bd63f5d5a9,6,1,0,0
50,22b7074b-a991-492b-bfbf-51bd63f5d5a9,7,1,0,0
51,22b7074b-a991-492b-bfbf-51bd63f5d5a9,8,1,0,0
52,22b7074b-a991-492b-bfbf-51bd63f5d5a9,12,1,0,0
53,22b7074b-a991-492b-bfbf-51bd63f5d5a9,9,1,0,0
54,22b7074b-a991-492b-bfbf-51bd63f5d5a9,1,0,0,0
55,22b7074b-a991-492b-bfbf-51bd63f5d5a9,2,0,0,0
56,22b7074b-a991-492b-bfbf-51bd63f5d5a9,3,1,0,0
73,ebfba4e7-0d88-4577-a752-f385ae9d763a,16,1,1,1
74,ebfba4e7-0d88-4577-a752-f385ae9d763a,10,1,1,1
75,ebfba4e7-0d88-4577-a752-f385ae9d763a,13,1,1,1
76,ebfba4e7-0d88-4577-a752-f385ae9d763a,14,1,1,1
77,ebfba4e7-0d88-4577-a752-f385ae9d763a,15,1,1,1
78,ebfba4e7-0d88-4577-a752-f385ae9d763a,17,1,1,1
79,ebfba4e7-0d88-4577-a752-f385ae9d763a,18,1,1,1
80,ebfba4e7-0d88-4577-a752-f385ae9d763a,4,1,1,1
81,ebfba4e7-0d88-4577-a752-f385ae9d763a,6,1,1,1
82,ebfba4e7-0d88-4577-a752-f385ae9d763a,7,1,1,1
83,ebfba4e7-0d88-4577-a752-f385ae9d763a,8,1,1,1
84,ebfba4e7-0d88-4577-a752-f385ae9d763a,12,1,1,1
85,ebfba4e7-0d88-4577-a752-f385ae9d763a,9,1,1,1
86,ebfba4e7-0d88-4577-a752-f385ae9d763a,1,0,0,0
87,ebfba4e7-0d88-4577-a752-f385ae9d763a,2,0,0,0
88,ebfba4e7-0d88-4577-a752-f385ae9d763a,3,1,0,0
89,7445afc7-0d76-4cd0-a1e0-a74d86635634,16,1,0,0
90,7445afc7-0d76-4cd0-a1e0-a74d86635634,10,0,0,0
91,7445afc7-0d76-4cd0-a1e0-a74d86635634,13,0,0,0
92,7445afc7-0d76-4cd0-a1e0-a74d86635634,14,0,0,0
93,7445afc7-0d76-4cd0-a1e0-a74d86635634,15,1,0,0
94,7445afc7-0d76-4cd0-a1e0-a74d86635634,17,1,1,1
95,7445afc7-0d76-4cd0-a1e0-a74d86635634,18,0,0,0
96,7445afc7-0d76-4cd0-a1e0-a74d86635634,4,0,0,0
97,7445afc7-0d76-4cd0-a1e0-a74d86635634,6,0,0,0
98,7445afc7-0d76-4cd0-a1e0-a74d86635634,7,0,0,0
99,7445afc7-0d76-4cd0-a1e0-a74d86635634,8,0,0,0
100,7445afc7-0d76-4cd0-a1e0-a74d86635634,12,0,0,0
101,7445afc7-0d76-4cd0-a1e0-a74d86635634,9,0,0,0
102,7445afc7-0d76-4cd0-a1e0-a74d86635634,1,0,0,0
103,7445afc7-0d76-4cd0-a1e0-a74d86635634,2,0,0,0
104,7445afc7-0d76-4cd0-a1e0-a74d86635634,3,0,0,0
105,93c294c5-f5d2-489c-816a-731997c99021,16,1,0,0
106,93c294c5-f5d2-489c-816a-731997c99021,10,1,1,1
107,93c294c5-f5d2-489c-816a-731997c99021,13,1,0,0
108,93c294c5-f5d2-489c-816a-731997c99021,14,1,0,0
109,93c294c5-f5d2-489c-816a-731997c99021,15,1,0,0
110,93c294c5-f5d2-489c-816a-731997c99021,17,1,0,0
111,93c294c5-f5d2-489c-816a-731997c99021,18,1,0,0
112,93c294c5-f5d2-489c-816a-731997c99021,4,1,0,0
113,93c294c5-f5d2-489c-816a-731997c99021,6,1,0,0
114,93c294c5-f5d2-489c-816a-731997c99021,7,1,0,0
115,93c294c5-f5d2-489c-816a-731997c99021,8,1,0,0
116,93c294c5-f5d2-489c-816a-731997c99021,12,1,0,0
117,93c294c5-f5d2-489c-816a-731997c99021,9,1,0,0
118,93c294c5-f5d2-489c-816a-731997c99021,1,0,0,0
119,93c294c5-f5d2-489c-816a-731997c99021,2,0,0,0
120,93c294c5-f5d2-489c-816a-731997c99021,3,1,0,0
121,3c114c03-6052-4781-8133,19,1,1,1
122,ebfba4e7-0d88-4577-a752-f385ae9d763a,19,1,1,1
123,3c114c03-6052-4781-8133,20,1,1,1
124,22b7074b-a991-492b-bfbf-51bd63f5d5a9,19,1,0,0
125,22b7074b-a991-492b-bfbf-51bd63f5d5a9,20,1,1,1
126,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,19,1,0,0
127,1db40d13-ecbe-44cd-b5d0-fbd6aa28a2ce,20,1,1,1
128,ebfba4e7-0d88-4577-a752-f385ae9d763a,20,1,1,1
129,7445afc7-0d76-4cd0-a1e0-a74d86635634,19,1,0,0
130,7445afc7-0d76-4cd0-a1e0-a74d86635634,20,0,0,0
131,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,16,1,0,0
132,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,19,1,0,0
133,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,10,1,1,1
134,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,13,1,1,1
135,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,14,1,1,1
136,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,15,1,1,1
137,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,17,1,1,1
138,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,18,1,1,1
139,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,4,1,0,0
140,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,6,1,0,0
141,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,7,1,0,0
142,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,8,1,0,0
143,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,12,1,0,0
144,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,9,1,1,0
145,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,20,1,1,1
146,8dc392e5-dd48-4f2a-927a-4aba639bbb2c,1,0,0,0
